Train_No,Origin_Station,Destination_Station,Total_Distance,Number_of_Stops,Journey_Duration_Hours
17321,HUBLI JN.,LOKMANYA TIL,796.0,10,18.42
17322,LOKMANYA TIL,HUBLI JN.,797.0,11,20.33
17323,HUBLI JN.,VARANASI JN.,2037.0,22,42.17
17324,VARANASI JN.,HUBLI JN.,2037.0,22,39.92
17325,HUBLI JN.,MYSORE JN.,607.0,23,12.67
17326,MYSORE JN.,HUBLI JN.,609.0,23,12.92
17401,TIRUPATI,MACHILIPATNA,466.0,19,10.17
17402,MACHILIPATNA,TIRUPATI,466.0,19,9.58
17403,GUDIVADA JN.,NARASAPUR,94.0,6,2.33
17404,NARASAPUR,GUDIVADA JN.,94.0,7,2.75
17405,TIRUPATI,ADILABAD,1154.0,59,24.83
17406,ADILABAD,TIRUPATI,1153.0,60,24.67
17407,TIRUPATI,MANNARGUDI,462.0,17,10.67
17408,MANNARGUDI,TIRUPATI,463.0,17,10.83
17409,ADILABAD,NANDED,184.0,7,4.0
17410,NANDED,ADILABAD,184.0,7,4.0
17411,CST-MUMBAI,CHHATRAPATI,517.0,16,11.08
17412,CHHATRAPATI,CST-MUMBAI,517.0,17,10.92
17413,TIRUPATI,PONDICHERRY,302.0,9,6.75
17414,PONDICHERRY,TIRUPATI,302.0,9,6.75
17415,TIRUPATI,CHHATRAPATI,904.0,29,19.58
17416,CHHATRAPATI,TIRUPATI,903.0,30,20.42
17417,TIRUPATI,SAI NAGAR SH,1419.0,35,29.25
17418,SAI NAGAR SH,TIRUPATI,1419.0,36,28.08
17419,TIRUPATI,VASCO-DA-GAM,778.0,29,18.67
17420,VASCO-DA-GAM,TIRUPATI,777.0,24,18.83
17479,PURI,TIRUPATI,1231.0,70,27.83
17480,TIRUPATI,PURI,1231.0,71,28.08
17481,BILASPUR JN.,TIRUPATI,1402.0,63,30.25
17482,TIRUPATI,BILASPUR JN.,1400.0,64,31.08
17487,TIRUPATI,VISAKHAPATNA,735.0,34,15.0
17488,VISAKHAPATNA,TIRUPATI,736.0,31,15.33
17603,KACHEGUDA,YESVANTPUR J,653.0,16,13.42
17604,YESVANTPUR J,KACHEGUDA,652.0,16,13.5
17605,MANGALORE CE,KACHEGUDA,1522.0,26,27.58
17606,KACHEGUDA,MANGALORE CE,1518.0,26,29.5
17609,PATNA JN.,PURNA  JN.,1736.0,15,32.0
17610,PURNA  JN.,PATNA JN.,1738.0,15,32.33
17613,PANVEL,NANDED,667.0,11,17.42
17614,NANDED,PANVEL,667.0,12,15.5
17615,KACHEGUDA,MADURAI JN,1283.0,21,24.5
17616,MADURAI JN,KACHEGUDA,1286.0,21,25.17
17617,CST-MUMBAI,NANDED,604.0,18,11.75
17618,NANDED,CST-MUMBAI,604.0,18,11.75
17619,AURANGABAD,NANDED,236.0,6,5.75
17620,NANDED,AURANGABAD,236.0,6,5.5
17621,AURANGABAD,RENIGUNTA JN,1148.0,26,23.25
17622,RENIGUNTA JN,AURANGABAD,1148.0,26,25.0
17623,NANDED,BIKANER JN.,1675.0,27,34.5
17624,BIKANER JN.,NANDED,1677.0,27,35.08
17625,KACHEGUDA,REPALLE,347.0,19,8.0
17626,REPALLE,SECUNDERABAD,341.0,17,9.42
17639,KACHEGUDA,AKOLA JN.,513.0,19,11.33
17640,AKOLA JN.,KACHEGUDA,513.0,19,10.75
17641,KACHEGUDA,NARKHER,730.0,30,16.0
17642,NARKHER,KACHEGUDA,730.0,30,15.75
17643,CHENGALPATTU,KAKINADA POR,759.0,34,18.17
17644,KAKINADA POR,CHENGALPATTU,760.0,34,17.83
17651,CHENGALPATTU,KACHEGUDA,825.0,19,16.33
17652,KACHEGUDA,CHENGALPATTU,824.0,21,16.5
17687,MANMAD JN.,DHARMABAD,416.0,22,9.08
17688,DHARMABAD,MANMAD JN.,419.0,22,9.33
18005,HOWRAH JN.,JAGADALPUR,1163.0,46,25.25
18006,JAGADALPUR,HOWRAH JN.,1164.0,44,26.0
18007,SHALIMAR,BHANJPUR,260.0,11,5.33
18008,BHANJPUR,SHALIMAR,259.0,11,6.33
18009,SANTRAGACHI,AJMER JN.,2000.0,22,40.5
18010,AJMER JN.,SANTRAGACHI,2002.0,22,42.5
18029,LOKMANYA TIL,SHALIMAR,1957.0,81,38.33
18030,SHALIMAR,LOKMANYA TIL,1955.0,80,37.83
18047,HOWRAH JN.,VASCO-DA-GAM,2128.0,42,39.58
18048,VASCO-DA-GAM,HOWRAH JN.,2125.0,43,39.5
18101,TATANAGAR JN,JAMMU TAWI,2017.0,69,47.33
18102,JAMMU TAWI,TATANAGAR JN,2017.0,70,44.0
18103,TATANAGAR JN,AMRITSAR JN.,1746.0,23,33.25
18104,AMRITSAR JN.,TATANAGAR JN,1747.0,23,33.17
18107,ROURKELA,KORAPUT JN.,644.0,11,13.75
18108,KORAPUT JN.,ROURKELA,644.0,11,13.5
18111,TATANAGAR JN,YESVANTPUR J,2434.0,40,47.5
18112,YESVANTPUR J,TATANAGAR JN,2421.0,40,49.75
18117,ROURKELA,GUNUPUR,796.0,24,16.92
18118,GUNUPUR,ROURKELA,796.0,24,17.5
18181,TATANAGAR JN,CHHAPRA JN.,629.0,35,18.83
18182,CHHAPRA JN.,TATANAGAR JN,629.0,35,18.0
18183,TATANAGAR JN,DANAPUR,507.0,34,11.5
18184,DANAPUR,TATANAGAR JN,507.0,33,11.58
18189,TATANAGAR JN,ROURKELA,159.0,7,2.83
18190,ROURKELA,TATANAGAR JN,159.0,8,3.0
18191,CHHAPRA JN.,FARRUKHABAD,685.0,31,18.33
18192,FARRUKHABAD,CHHAPRA JN.,687.0,29,19.08
18201,DURG,NAUTANWA,1207.0,23,26.92
18202,NAUTANWA,DURG,1212.0,23,27.08
18203,DURG,KANPUR CENTR,879.0,18,17.67
18204,KANPUR CENTR,DURG,883.0,19,18.83
18205,DURG,NAUTANWA,1153.0,22,26.92
18206,NAUTANWA,DURG,1161.0,22,29.33
18207,DURG,AJMER JN.,1396.0,20,25.83
18208,AJMER JN.,DURG,1404.0,20,26.75
18211,DURG,JAGADALPUR,660.0,13,14.5
18212,JAGADALPUR,DURG,665.0,13,16.83
18213,DURG,JAIPUR JN.,1250.0,18,23.33
18214,JAIPUR JN.,DURG,1258.0,18,24.58
18215,DURG,JAMMU TAWI,1906.0,24,36.58
18216,JAMMU TAWI,DURG,1916.0,24,38.17
18233,INDORE BG,BILASPUR JN.,1008.0,70,24.0
18234,BILASPUR JN.,INDORE BG,1009.0,72,24.17
18235,BHOPAL,BILASPUR JN.,720.0,65,19.83
18236,BILASPUR JN.,BHOPAL,721.0,65,21.67
18237,BILASPUR JN.,AMRITSAR JN.,1998.0,83,41.92
18238,AMRITSAR JN.,BILASPUR JN.,1990.0,87,44.08
18239,GEVRA-ROAD,NAGPUR JN.(C,520.0,29,11.58
18240,NAGPUR JN.(C,BILASPUR JN.,406.0,16,7.42
18241,DURG,AMBIKAPUR,463.0,30,11.17
18242,AMBIKAPUR,DURG,471.0,30,11.67
18243,BILASPUR JN.,BHAGAT-KI-KO,1818.0,31,34.67
18244,BHAGAT-KI-KO,BILASPUR JN.,1808.0,31,35.17
18245,BILASPUR JN.,BIKANER JN.,1884.0,31,35.42
18246,BIKANER JN.,BILASPUR JN.,1874.0,31,36.83
18247,BILASPUR JN.,REWA,468.0,37,11.25
18248,REWA,BILASPUR JN.,465.0,37,11.67
18301,SAMBALPUR JN,RAYAGADA JN.,321.0,18,6.58
18302,RAYAGADA JN.,SAMBALPUR JN,321.0,18,6.08
18303,SAMBALPUR JN,PURI,340.0,14,6.58
18304,PURI,SAMBALPUR JN,340.0,14,6.75
18309,SAMBALPUR JN,MURI,378.0,12,9.0
18310,MURI,SAMBALPUR JN,381.0,12,9.58
18311,SAMBALPUR JN,VARANASI JN.,890.0,35,19.75
18312,VARANASI JN.,SAMBALPUR JN,893.0,35,19.25
18401,PURI,OKHA,2779.0,39,52.42
18402,OKHA,PURI,2775.0,39,49.83
18403,CHAKARADHARP,BARBIL,126.0,4,2.58
18404,BARBIL,CHAKARADHARP,126.0,4,2.92
18405,PURI,AHMEDABAD,2013.0,38,37.08
18406,AHMEDABAD,PURI,2005.0,38,37.5
18407,PURI,SAI NAGAR SH,1697.0,24,32.75
18408,SAI NAGAR SH,PURI,1691.0,24,31.58
18409,HOWRAH JN.,PURI,504.0,18,9.58
18410,PURI,HOWRAH JN.,503.0,19,9.67
18413,PARADEEP,PURI,172.0,10,4.5
18414,PURI,PARADEEP,172.0,10,3.75
18415,BARBIL,PURI,396.0,28,10.75
18416,PURI,BARBIL,396.0,28,10.42
18419,PURI,JAYNAGAR,998.0,22,23.17
18420,JAYNAGAR,PURI,998.0,22,22.17
18421,PURI,AJMER JN.,2483.0,39,46.42
18422,AJMER JN.,PURI,2479.0,39,49.08
18425,PURI,DURG,810.0,26,17.17
18426,DURG,PURI,803.0,26,17.0
18437,RAYAGADA JN.,JUNAGARH ROA,146.0,9,3.33
18438,JUNAGARH ROA,RAYAGADA JN.,146.0,9,3.5
18447,BHUBANESWAR,JAGADALPUR,784.0,39,17.67
18448,JAGADALPUR,BHUBANESWAR,784.0,39,18.0
18449,PURI,PATNA JN.,926.0,25,19.58
18450,PATNA JN.,PURI,926.0,25,18.25
18451,HATIA,PURI,686.0,22,15.33
18452,PURI,HATIA,686.0,23,15.08
18463,BHUBANESWAR,KRANTIVIRA S,1546.0,45,30.58
18464,KRANTIVIRA S,BHUBANESWAR,1545.0,44,30.83
18477,PURI,HARIDWAR JN,2347.0,74,48.0
18478,HARIDWAR JN,PURI,2354.0,73,48.33
18495,RAMESWARAM,BHUBANESWAR,1884.0,23,34.17
18496,BHUBANESWAR,RAMESWARAM,1884.0,23,35.0
18501,VISAKHAPATNA,GANDHIDHAM J,2116.0,27,39.42
18502,GANDHIDHAM J,VISAKHAPATNA,2113.0,27,39.83
18503,VISAKHAPATNA,SAI NAGAR SH,1406.0,23,27.25
18504,SAI NAGAR SH,VISAKHAPATNA,1405.0,23,26.92
18507,VISAKHAPATNA,AMRITSAR JN.,2552.0,46,47.67
18508,AMRITSAR JN.,VISAKHAPATNA,2556.0,46,48.08
18511,KORAPUT JN.,VISAKHAPATNA,357.0,10,7.0
18512,VISAKHAPATNA,KORAPUT JN.,357.0,9,7.08
18517,KORBA,VISAKHAPATNA,726.0,29,15.0
18518,VISAKHAPATNA,KORBA,727.0,29,15.08
18519,VISAKHAPATNA,LOKMANYA TIL,1512.0,18,29.25
18520,LOKMANYA TIL,VISAKHAPATNA,1497.0,18,28.33
18567,VISAKHAPATNA,QUILON,1572.0,31,30.17
18568,QUILON,VISAKHAPATNA,1576.0,31,28.25
18573,VISAKHAPATNA,BHAGAT-KI-KO,2056.0,33,40.58
18574,BHAGAT-KI-KO,VISAKHAPATNA,2060.0,33,41.92
18605,RANCHI,JAYNAGAR,637.0,15,16.5
18606,JAYNAGAR,RANCHI,640.0,15,17.0
18609,RANCHI,LOKMANYA TIL,2014.0,27,39.0
18610,LOKMANYA TIL,RANCHI,2018.0,27,39.58
18611,RANCHI,VARANASI JN.,574.0,28,12.75
18612,VARANASI JN.,RANCHI,576.0,28,12.67
18613,RANCHI,CHOPAN,480.0,18,10.0
18614,CHOPAN,RANCHI,482.0,18,11.42
18615,HOWRAH JN.,HATIA,430.0,15,9.25
18616,HATIA,HOWRAH JN.,426.0,15,9.42
18619,RANCHI,DUMKA,400.0,15,9.83
18620,DUMKA,RANCHI,402.0,15,9.83
18621,PATNA JN.,HATIA,571.0,40,14.67
18622,HATIA,PATNA JN.,569.0,41,15.67
18623,PATNA JN.,HATIA,417.0,24,11.25
18624,HATIA,PATNA JN.,414.0,23,11.42
18625,PATNA JN.,HATIA,417.0,19,9.33
18626,HATIA,PATNA JN.,414.0,19,9.5
18631,RANCHI,AJMER JN.,1663.0,37,33.17
18632,AJMER JN.,RANCHI,1665.0,37,32.75
18637,HATIA,BANGALORE CA,1884.0,25,34.25
18638,BANGALORE CA,HATIA,1884.0,25,36.67
18645,HOWRAH JN.,HYDERABAD DE,1602.0,57,30.17
18646,HYDERABAD DE,HOWRAH JN.,1602.0,59,30.33
18695,ISLAMPUR,PATNA JN.,64.0,6,3.0
18696,PATNA JN.,ISLAMPUR,64.0,6,2.42
18697,PURNEA COURT,PATNA JN.,314.0,25,8.17
18698,PATNA JN.,PURNEA COURT,314.0,25,8.5
19015,MUMBAI CENTR,PORBANDAR,958.0,61,21.25
19016,PORBANDAR,MUMBAI CENTR,958.0,60,22.17
19019,BANDRA TERMI,DEHRA DUN,1676.0,96,41.5
19020,DEHRA DUN,BANDRA TERMI,1678.0,90,42.33
19021,BANDRA TERMI,LUCKNOW JN.,1681.0,21,30.17
19022,LUCKNOW JN.,BANDRA TERMI,1681.0,21,31.83
19023,MUMBAI CENTR,FIROZPUR CAN,1759.0,92,38.83
19024,FIROZPUR CAN,MUMBAI CENTR,1762.0,95,38.58
19025,SURAT,AMRAVATI,567.0,19,11.5
19026,AMRAVATI,SURAT,567.0,19,12.0
19027,BANDRA TERMI,JAMMU TAWI,1878.0,31,37.17
19028,JAMMU TAWI,BANDRA TERMI,1879.0,31,36.92
19031,AHMEDABAD,HARIDWAR JN,1200.0,41,26.25
19032,HARIDWAR JN,AHMEDABAD,1203.0,41,25.83
19033,VALSAD,AHMEDABAD,297.0,25,6.33
19034,AHMEDABAD,VALSAD,297.0,25,6.25
19035,VADODARA JN.,AHMEDABAD,99.0,8,2.25
19036,AHMEDABAD,VADODARA JN.,99.0,9,2.67
19037,BANDRA TERMI,GORAKHPUR JN,1832.0,66,39.08
19038,GORAKHPUR JN,BANDRA TERMI,1831.0,66,39.25
19039,BANDRA TERMI,MUZAFFARPUR,2142.0,80,47.17
19040,MUZAFFARPUR,BANDRA TERMI,2140.0,80,46.58
19041,BANDRA TERMI,GHAZIPUR CIT,1909.0,29,35.08
19042,GHAZIPUR CIT,BANDRA TERMI,1910.0,25,36.33
19045,SURAT,CHHAPRA JN.,1732.0,33,32.75
19046,CHHAPRA JN.,SURAT,1730.0,33,33.67
19051,VALSAD,MUZAFFARPUR,1786.0,15,35.0
19052,MUZAFFARPUR,VALSAD,1785.0,15,33.42
19053,SURAT,MUZAFFARPUR,2121.0,23,46.33
19054,MUZAFFARPUR,SURAT,2120.0,23,45.5
19055,VALSAD,JODHPUR JN.,750.0,16,16.25
19056,JODHPUR JN.,VALSAD,751.0,16,15.58
19057,UDHNA JN.,VARANASI JN.,1403.0,11,27.08
19058,VARANASI JN.,UDHNA JN.,1402.0,11,29.25
19061,BANDRA TERMI,RAMNAGAR,1635.0,26,29.75
19062,RAMNAGAR,BANDRA TERMI,1636.0,26,30.08
19063,UDHNA JN.,DANAPUR,1596.0,16,30.25
19064,DANAPUR,UDHNA JN.,1595.0,16,30.75
19107,AHMEDABAD,UDHAMPUR,1537.0,17,31.08
19108,UDHAMPUR,AHMEDABAD,1539.0,17,34.17
19115,DADAR,NEW BHUJ,843.0,27,16.0
19116,NEW BHUJ,DADAR,843.0,27,15.33
19119,AHMEDABAD,SOMNATH,435.0,17,9.33
19120,SOMNATH,AHMEDABAD,435.0,17,9.5
19151,PALANPUR JN,GANDHIDHAM J,300.0,15,6.0
19152,GANDHIDHAM J,PALANPUR JN,300.0,15,5.92
19165,AHMEDABAD,DARBHANGA JN,1945.0,68,46.25
19166,DARBHANGA JN,AHMEDABAD,1945.0,70,47.17
19167,AHMEDABAD,VARANASI JN.,1600.0,55,36.58
19168,VARANASI JN.,AHMEDABAD,1601.0,55,37.25
19201,SECUNDERABAD,PORBANDAR,1690.0,27,32.92
19202,PORBANDAR,SECUNDERABAD,1689.0,27,33.83
19215,MUMBAI CENTR,PORBANDAR,958.0,61,21.25
19217,BANDRA TERMI,JAMNAGAR,807.0,28,15.67
19218,JAMNAGAR,BANDRA TERMI,807.0,31,15.75
19223,AHMEDABAD,JAMMU TAWI,1474.0,56,32.25
19224,JAMMU TAWI,AHMEDABAD,1476.0,58,31.17
19225,BATHINDA JN,JAMMU TAWI,489.0,22,11.92
19226,JAMMU TAWI,BATHINDA JN,489.0,22,12.25
19251,SOMNATH,OKHA,438.0,15,9.83
19252,OKHA,SOMNATH,438.0,15,9.42
19259,KOCHUVELI,BHAVNAGAR TE,2274.0,39,45.5
19260,BHAVNAGAR TE,KOCHUVELI,2270.0,39,43.58
19261,KOCHUVELI,PORBANDAR,2427.0,28,45.5
19262,PORBANDAR,KOCHUVELI,2423.0,28,44.58
19263,PORBANDAR,DELHI-SARAI,1394.0,26,28.42
19264,DELHI-SARAI,PORBANDAR,1396.0,30,28.58
19269,PORBANDAR,MUZAFFARPUR,2465.0,33,50.92
19270,MUZAFFARPUR,PORBANDAR,2465.0,33,50.08
19301,INDORE BG,YESVANTPUR J,1895.0,30,38.17
19302,YESVANTPUR J,INDORE BG,1895.0,30,41.92
19303,INDORE BG,BHOPAL,262.0,16,5.58
19304,BHOPAL,INDORE BG,262.0,15,5.67
19307,INDORE BG,CHANDIGARH,1100.0,17,25.17
19308,CHANDIGARH,INDORE BG,1102.0,17,22.42
19309,GANDHINAGAR,INDORE BG,563.0,17,12.08
19310,INDORE BG,GANDHINAGAR,564.0,17,11.25
19311,PUNE JN.,INDORE BG,969.0,15,17.92
19312,INDORE BG,PUNE JN.,970.0,15,19.58
19313,INDORE BG,RAJENDRANAGA,1347.0,15,27.33
19314,RAJENDRANAGA,INDORE BG,1347.0,15,27.92
19321,INDORE BG,RAJENDRANAGA,1394.0,15,27.33
19322,RAJENDRANAGA,INDORE BG,1395.0,15,27.92
19323,INDORE BG,BHOPAL,217.0,5,4.08
19324,BHOPAL,INDORE BG,217.0,5,4.33
19325,INDORE BG,AMRITSAR JN.,1323.0,22,29.08
19326,AMRITSAR JN.,INDORE BG,1326.0,22,27.25
19327,RATLAM JN,UDAIPUR CITY,302.0,14,7.23
19328,UDAIPUR CITY,RATLAM JN,302.0,14,6.75
19329,INDORE BG,UDAIPUR CITY,481.0,16,11.75
19330,UDAIPUR CITY,INDORE BG,481.0,16,12.42
19331,KOCHUVELI,INDORE BG,2300.0,30,42.25
19332,INDORE BG,KOCHUVELI,2296.0,30,45.42
19401,AHMEDABAD,LUCKNOW JN.,1298.0,25,26.83
19402,LUCKNOW JN.,AHMEDABAD,1300.0,25,27.92
19403,AHMEDABAD,SULTANPUR JN,1550.0,18,30.0
19404,SULTANPUR JN,AHMEDABAD,1552.0,18,30.08
19407,AHMEDABAD,VARANASI JN.,1693.0,19,32.67
19408,VARANASI JN.,AHMEDABAD,1696.0,19,32.33
19409,AHMEDABAD,GORAKHPUR JN,1569.0,27,31.83
19410,GORAKHPUR JN,AHMEDABAD,1569.0,27,32.75
19411,AHMEDABAD,AJMER JN.,489.0,10,9.67
19412,AJMER JN.,AHMEDABAD,491.0,10,9.17
19413,AHMEDABAD,KOLKATA,2617.0,35,57.17
19414,KOLKATA,AHMEDABAD,2618.0,35,54.08
19415,AHMEDABAD,SHRI MATA VA,1716.0,29,35.75
19416,SHRI MATA VA,AHMEDABAD,1718.0,29,37.58
19419,CHENNAI CENT,AHMEDABAD,1721.0,24,33.75
19420,AHMEDABAD,CHENNAI CENT,1719.0,25,31.5
19421,AHMEDABAD,PATNA JN.,1666.0,27,34.0
19422,PATNA JN.,AHMEDABAD,1669.0,26,36.17
19565,OKHA,DEHRA DUN,1662.0,31,35.17
19566,DEHRA DUN,OKHA,1664.0,31,34.33
19567,TUTICORIN,OKHA,2730.0,40,51.58
19568,OKHA,TUTICORIN,2730.0,41,55.25
19571,RAJKOT,PORBANDAR,201.0,13,4.67
19572,PORBANDAR,RAJKOT,201.0,13,4.25
19573,OKHA,JAIPUR JN.,1049.0,18,19.92
19574,JAIPUR JN.,OKHA,1051.0,18,21.17
19575,OKHA,NATHDWARA,1126.0,18,22.33
19576,NATHDWARA,OKHA,1126.0,18,23.17
19577,TIRUNELVELI,JAMNAGAR,2438.0,27,45.5
19578,JAMNAGAR,TIRUNELVELI,2434.0,27,49.33
19579,RAJKOT,DELHI-SARAI,1102.0,22,21.75
19580,DELHI-SARAI,RAJKOT,1105.0,22,21.5
19601,UDAIPUR CITY,NEW JALPAIGU,2235.0,27,42.25
19602,NEW JALPAIGU,UDAIPUR CITY,2232.0,27,43.67
19607,KOLKATA,MADAR JN,2000.0,28,42.25
19608,MADAR JN,KOLKATA,2004.0,28,46.08
19609,UDAIPUR CITY,HARIDWAR JN,968.0,27,21.33
19611,AJMER JN.,AMRITSAR JN.,1006.0,29,20.83
19612,AMRITSAR JN.,AJMER JN.,1006.0,29,19.5
19613,AJMER JN.,AMRITSAR JN.,847.0,24,16.83
19614,AMRITSAR JN.,AJMER JN.,847.0,24,16.17
19659,SHALIMAR,UDAIPUR CITY,1880.0,22,36.55
19660,UDAIPUR CITY,SHALIMAR,1883.0,22,37.92
19665,KHAJAURAHO,UDAIPUR CITY,1080.0,27,21.17
19666,UDAIPUR CITY,KHAJAURAHO,1080.0,27,21.5
19707,BANDRA TERMI,JAIPUR JN.,1103.0,37,22.0
19708,JAIPUR JN.,BANDRA TERMI,1106.0,37,21.92
19709,JAIPUR JN.,KAMAKHYA JN,2213.0,35,48.42
19710,KAMAKHYA JN,JAIPUR JN.,2210.0,35,47.42
19711,JAIPUR JN.,BHOPAL,792.0,32,17.25
19712,BHOPAL,JAIPUR JN.,792.0,32,16.58
19713,JAIPUR JN.,SECUNDERABAD,1726.0,29,34.42
19714,SECUNDERABAD,JAIPUR JN.,1726.0,29,32.92
19715,JAIPUR JN.,LUCKNOW JN.,675.0,15,13.42
19716,LUCKNOW JN.,JAIPUR JN.,674.0,15,13.58
19717,JAIPUR JN.,CHANDIGARH,569.0,15,12.25
19718,CHANDIGARH,JAIPUR JN.,569.0,15,12.08
19803,KOTA,SHRI MATA VA,1125.0,28,24.83
19804,SHRI MATA VA,KOTA,1127.0,28,25.92
19805,KOTA,UDHAMPUR,1084.0,20,21.75
19806,UDHAMPUR,KOTA,1086.0,20,20.58
19807,KOTA,JAIPUR JN.,238.0,9,4.67
19808,JAIPUR JN.,KOTA,239.0,9,4.83
20501,AGARTALA,ANAND VIHAR,2412.0,14,40.83
20502,ANAND VIHAR,AGARTALA,2413.0,14,41.67
20601,CHENNAI CENT,MADURAI JN,558.0,4,8.83
20602,MADURAI JN,CHENNAI CENT,554.0,5,8.92
20651,KRANTIVIRA S,SHIMOGA TOWN,273.0,9,4.92
20652,SHIMOGA TOWN,KRANTIVIRA S,273.0,9,4.92
20809,SAMBALPUR JN,NANDED,1486.0,20,27.08
20810,NANDED,SAMBALPUR JN,1484.0,20,26.92
20811,VISAKHAPATNA,NANDED,981.0,11,17.58
20812,NANDED,VISAKHAPATNA,978.0,11,17.67
20813,PURI,JODHPUR JN.,2433.0,41,44.0
20814,JODHPUR JN.,PURI,2426.0,41,44.0
20815,TATANAGAR JN,VISAKHAPATNA,862.0,22,15.5
20816,VISAKHAPATNA,TATANAGAR JN,862.0,22,15.67
20817,BHUBANESWAR,NEW DELHI,1893.0,11,27.5
20818,NEW DELHI,BHUBANESWAR,1894.0,11,27.5
20889,HOWRAH JN.,VIJAYWADA JN,1234.0,6,19.08
20890,VIJAYWADA JN,HOWRAH JN.,1233.0,6,19.42
20901,CHITTAURGARH,AJMER JN.,185.0,2,3.58
20902,AJMER JN.,CHITTAURGARH,185.0,2,3.17
20903,VADODARA JN.,VARANASI JN.,1536.0,9,26.67
20904,VARANASI JN.,VADODARA JN.,1535.0,9,27.5
21067,PARTAPGARH J,RAE BARELI J,95.0,2,1.98
21068,RAE BARELI J,PARTAPGARH J,95.0,2,1.67
21107,KHAJAURAHO,MAHOBA,63.0,0,1.0
21108,MAHOBA,KHAJAURAHO,63.0,0,1.17
21125,INDORE BG,BHIND,643.0,15,13.75
21126,BHIND,INDORE BG,643.0,15,14.75
22101,CST-MUMBAI,MANMAD JN.,260.0,5,4.67
22102,MANMAD JN.,CST-MUMBAI,260.0,6,4.7
22103,LOKMANYA TIL,FAIZABAD JN.,1600.0,15,27.33
22104,FAIZABAD JN.,LOKMANYA TIL,1599.0,15,29.08
22105,CST-MUMBAI,PUNE JN.,191.0,6,3.42
22106,PUNE JN.,CST-MUMBAI,191.0,5,3.42
22109,LOKMANYA TIL,HAZRAT NIZAM,1501.0,7,19.92
22110,HAZRAT NIZAM,LOKMANYA TIL,1504.0,7,20.0
22111,BHUSAVAL JN.,NAGPUR JN.(C,603.0,18,10.58
22112,NAGPUR JN.(C,BHUSAVAL JN.,604.0,18,10.42
22113,LOKMANYA TIL,KOCHUVELI,1513.0,24,27.5
22114,KOCHUVELI,LOKMANYA TIL,1517.0,24,27.58
22115,LOKMANYA TIL,KARMALI,545.0,6,9.83
22116,KARMALI,LOKMANYA TIL,547.0,6,9.92
22117,PUNE JN.,AMRAVATI,730.0,8,12.0
22118,AMRAVATI,PUNE JN.,730.0,8,13.08
22119,CST-MUMBAI,KARMALI,561.0,5,8.33
22120,KARMALI,CST-MUMBAI,563.0,5,8.5
22121,LOKMANYA TIL,LUCKNOW JN.,1411.0,9,23.42
22122,LUCKNOW JN.,LOKMANYA TIL,1411.0,9,25.17
22123,PUNE JN.,AJNI,892.0,8,14.0
22124,AJNI,PUNE JN.,892.0,8,15.92
22125,NAGPUR JN.(C,AMRITSAR JN.,1518.0,8,27.25
22126,AMRITSAR JN.,NAGPUR JN.(C,1521.0,8,24.25
22127,LOKMANYA TIL,KAZIPET JN.,1122.0,19,19.25
22128,KAZIPET JN.,LOKMANYA TIL,1123.0,19,19.25
22131,PUNE JN.,MANDUADIH,1543.0,17,27.08
22132,MANDUADIH,PUNE JN.,1543.0,17,27.83
22133,SOLAPUR,YESVANTPUR J,644.0,11,11.83
22134,YESVANTPUR J,SOLAPUR,644.0,11,11.83
22135,NAGPUR JN.(C,REWA,780.0,14,12.5
22136,REWA,NAGPUR JN.(C,780.0,14,14.08
22137,NAGPUR JN.(C,AHMEDABAD,961.0,12,16.92
22138,AHMEDABAD,NAGPUR JN.(C,961.0,12,17.25
22140,SOLAPUR,CST-MUMBAI,457.0,6,8.0
22143,CST-MUMBAI,BIDAR,667.0,15,12.25
22144,BIDAR,CST-MUMBAI,667.0,15,12.08
22145,PANDHARPUR,MIRAJ JN.,136.0,7,2.48
22146,MIRAJ JN.,PANDHARPUR,136.0,7,2.48
22147,DADAR,SAI NAGAR SH,330.0,6,6.0
22148,SAI NAGAR SH,DADAR,330.0,6,6.0
22149,ERNAKULAM. J,PUNE JN.,1371.0,16,24.58
22150,PUNE JN.,ERNAKULAM. J,1366.0,16,24.08
22151,PUNE JN.,KAZIPET JN.,1191.0,17,20.83
22152,KAZIPET JN.,PUNE JN.,1193.0,17,21.58
22161,BHOPAL,DAMOH,290.0,9,4.83
22162,DAMOH,BHOPAL,292.0,9,5.08
22163,BHOPAL,KHAJAURAHO,367.0,7,6.67
22164,KHAJAURAHO,BHOPAL,367.0,7,6.67
22165,BHOPAL,SINGRAULI,656.0,9,11.75
22166,SINGRAULI,BHOPAL,655.0,9,12.0
22168,HAZRAT NIZAM,SINGRAULI,1050.0,9,18.58
22181,JABALPUR,HAZRAT NIZAM,883.0,13,14.25
22182,HAZRAT NIZAM,JABALPUR,886.0,13,14.5
22187,HABIBGANJ,JABALPUR,330.0,8,5.5
22188,JABALPUR,HABIBGANJ,330.0,8,6.08
22189,JABALPUR,REWA,238.0,9,4.25
22190,REWA,JABALPUR,238.0,9,4.25
22191,INDORE BG,JABALPUR,554.0,17,10.0
22192,JABALPUR,INDORE BG,554.0,17,10.0
22201,SEALDAH,PURI,527.0,1,7.92
22202,PURI,SEALDAH,526.0,1,8.25
22203,VISAKHAPATNA,SECUNDERABAD,708.0,1,10.5
22204,SECUNDERABAD,VISAKHAPATNA,708.0,1,10.25
