,count,mean,min,max
,Number_of_Stops,Number_of_Stops,Number_of_Stops,Number_of_Stops
Train_No,,,,
64955,1,6.0,6,6
64956,1,6.0,6,6
64957,1,17.0,17,17
64958,1,17.0,17,17
64959,1,12.0,12,12
66000,1,5.0,5,5
66001,1,9.0,9,9
66002,1,5.0,5,5
66003,1,5.0,5,5
66004,1,5.0,5,5
66005,1,5.0,5,5
66006,1,9.0,9,9
66007,1,5.0,5,5
66008,1,12.0,12,12
66009,1,12.0,12,12
66010,1,12.0,12,12
66011,1,12.0,12,12
66012,1,9.0,9,9
66013,1,7.0,7,7
66014,1,9.0,9,9
66015,1,12.0,12,12
66016,1,10.0,10,10
66017,1,16.0,16,16
66018,1,16.0,16,16
66019,1,25.0,25,25
66020,1,25.0,25,25
66021,1,4.0,4,4
66022,1,11.0,11,11
66025,1,14.0,14,14
66026,1,19.0,19,19
66027,1,14.0,14,14
66028,1,19.0,19,19
66029,1,10.0,10,10
66030,1,10.0,10,10
66031,1,10.0,10,10
66032,1,10.0,10,10
66033,1,14.0,14,14
66034,1,14.0,14,14
66035,1,14.0,14,14
66036,1,19.0,19,19
66037,1,8.0,8,8
66038,1,10.0,10,10
66039,1,10.0,10,10
66040,1,12.0,12,12
66041,1,13.0,13,13
66042,1,9.0,9,9
66043,1,9.0,9,9
66044,1,12.0,12,12
66045,1,3.0,3,3
66046,1,3.0,3,3
66047,1,12.0,12,12
66048,1,13.0,13,13
66049,1,10.0,10,10
66050,1,10.0,10,10
66051,1,5.0,5,5
66052,1,5.0,5,5
66053,1,10.0,10,10
66054,1,3.0,3,3
66300,1,23.0,23,23
66301,1,23.0,23,23
66302,1,23.0,23,23
66303,1,23.0,23,23
66304,1,30.0,30,30
66305,1,30.0,30,30
66307,1,23.0,23,23
66308,1,23.0,23,23
66309,1,15.0,15,15
66310,1,15.0,15,15
66511,1,15.0,15,15
66512,1,14.0,14,14
66513,1,4.0,4,4
66514,1,13.0,13,13
66515,1,12.0,12,12
66516,1,4.0,4,4
66517,1,4.0,4,4
66518,1,4.0,4,4
66519,1,9.0,9,9
66520,1,9.0,9,9
66523,1,14.0,14,14
66524,1,14.0,14,14
66527,1,3.0,3,3
66528,1,3.0,3,3
66529,1,14.0,14,14
66530,1,10.0,10,10
66531,1,10.0,10,10
66532,1,15.0,15,15
66533,1,12.0,12,12
66534,1,11.0,11,11
66535,1,6.0,6,6
66536,1,7.0,7,7
66537,1,7.0,7,7
66538,1,7.0,7,7
66539,1,7.0,7,7
66540,1,7.0,7,7
66541,1,5.0,5,5
66542,1,5.0,5,5
66543,1,15.0,15,15
66544,1,14.0,14,14
66600,1,13.0,13,13
66601,1,13.0,13,13
66602,1,20.0,20,20
66603,1,20.0,20,20
66604,1,12.0,12,12
66605,1,12.0,12,12
66606,1,6.0,6,6
66607,1,6.0,6,6
66608,1,20.0,20,20
66609,1,20.0,20,20
66611,1,26.0,26,26
66612,1,26.0,26,26
67247,1,15.0,15,15
67248,1,16.0,16,16
67249,1,14.0,14,14
67250,1,14.0,14,14
67251,1,5.0,5,5
67253,1,5.0,5,5
67254,1,4.0,4,4
67255,1,3.0,3,3
67256,1,18.0,18,18
67257,1,18.0,18,18
67258,1,3.0,3,3
67259,1,4.0,4,4
67260,1,25.0,25,25
67261,1,24.0,24,24
67262,1,22.0,22,22
67263,1,25.0,25,25
67264,1,16.0,16,16
67265,1,16.0,16,16
67266,1,15.0,15,15
67267,1,16.0,16,16
67269,1,10.0,10,10
67270,1,10.0,10,10
67271,1,14.0,14,14
67272,1,16.0,16,16
67273,1,4.0,4,4
67274,1,4.0,4,4
67275,1,14.0,14,14
67276,1,14.0,14,14
67277,1,19.0,19,19
67278,1,19.0,19,19
67279,1,17.0,17,17
67280,1,17.0,17,17
67282,1,16.0,16,16
67291,1,8.0,8,8
67292,1,8.0,8,8
67293,1,8.0,8,8
67294,1,16.0,16,16
67295,1,13.0,13,13
67296,1,9.0,9,9
67297,1,23.0,23,23
67298,1,23.0,23,23
67299,1,25.0,25,25
67300,1,26.0,26,26
68001,1,12.0,12,12
68003,1,21.0,21,21
68004,1,21.0,21,21
68005,1,16.0,16,16
68006,1,17.0,17,17
68007,1,41.0,41,41
68008,1,12.0,12,12
68009,1,7.0,7,7
68010,1,7.0,7,7
68011,1,16.0,16,16
68012,1,16.0,16,16
68013,1,17.0,17,17
68014,1,16.0,16,16
68015,1,16.0,16,16
68016,1,16.0,16,16
68017,1,37.0,37,37
68018,1,37.0,37,37
68019,1,38.0,38,38
68020,1,39.0,39,39
68021,1,16.0,16,16
68022,1,16.0,16,16
68023,1,25.0,25,25
68024,1,25.0,25,25
68047,1,4.0,4,4
68048,1,4.0,4,4
68053,1,9.0,9,9
68054,1,9.0,9,9
68055,1,27.0,27,27
68056,1,27.0,27,27
68057,1,5.0,5,5
68058,1,5.0,5,5
68059,1,17.0,17,17
68060,1,17.0,17,17
68063,1,7.0,7,7
68069,1,7.0,7,7
68070,1,7.0,7,7
68071,1,14.0,14,14
68072,1,7.0,7,7
68073,1,3.0,3,3
68074,1,10.0,10,10
68075,1,3.0,3,3
68076,1,3.0,3,3
68077,1,7.0,7,7
68078,1,7.0,7,7
68079,1,5.0,5,5
68080,1,5.0,5,5
68081,1,6.0,6,6
68082,1,11.0,11,11
68088,1,17.0,17,17
68089,1,18.0,18,18
68090,1,18.0,18,18
68091,1,7.0,7,7
68092,1,5.0,5,5
68093,1,8.0,8,8
68094,1,8.0,8,8
68097,1,13.0,13,13
68098,1,13.0,13,13
68643,1,0.0,0,0
68644,1,0.0,0,0
68645,1,0.0,0,0
68646,1,0.0,0,0
68685,1,20.0,20,20
68686,1,16.0,16,16
68688,1,16.0,16,16
68689,1,16.0,16,16
68690,1,20.0,20,20
68701,1,8.0,8,8
68702,1,9.0,9,9
68703,1,8.0,8,8
68704,1,9.0,9,9
68705,1,16.0,16,16
68706,1,31.0,31,31
68707,1,8.0,8,8
68708,1,9.0,9,9
68709,1,16.0,16,16
68710,1,17.0,17,17
68711,1,7.0,7,7
68712,1,7.0,7,7
68713,1,15.0,15,15
68714,1,15.0,15,15
68715,1,15.0,15,15
68716,1,15.0,15,15
68717,1,8.0,8,8
68718,1,5.0,5,5
68719,1,13.0,13,13
68721,1,16.0,16,16
68723,1,7.0,7,7
68724,1,25.0,25,25
68725,1,8.0,8,8
68726,1,8.0,8,8
68727,1,13.0,13,13
68728,1,13.0,13,13
68729,1,16.0,16,16
68730,1,17.0,17,17
68731,1,13.0,13,13
68732,1,13.0,13,13
68733,1,13.0,13,13
68734,1,13.0,13,13
68735,1,16.0,16,16
68736,1,15.0,15,15
68737,1,16.0,16,16
68738,1,13.0,13,13
68739,1,11.0,11,11
68740,1,11.0,11,11
68741,1,15.0,15,15
68742,1,15.0,15,15
68743,1,15.0,15,15
68744,1,15.0,15,15
68745,1,27.0,27,27
68746,1,26.0,26,26
68747,1,35.0,35,35
68748,1,35.0,35,35
68749,1,23.0,23,23
68750,1,23.0,23,23
69101,1,18.0,18,18
69102,1,18.0,18,18
69104,1,7.0,7,7
69105,1,11.0,11,11
69106,1,11.0,11,11
69107,1,18.0,18,18
69108,1,18.0,18,18
69109,1,21.0,21,21
69110,1,22.0,22,22
69111,1,21.0,21,21
69112,1,21.0,21,21
69113,1,18.0,18,18
69114,1,18.0,18,18
69115,1,18.0,18,18
69116,1,5.0,5,5
69117,1,19.0,19,19
69118,1,19.0,19,19
69119,1,19.0,19,19
69120,1,19.0,19,19
69121,1,9.0,9,9
69122,1,9.0,9,9
69123,1,11.0,11,11
69124,1,11.0,11,11
69125,1,11.0,11,11
69126,1,11.0,11,11
69127,1,11.0,11,11
69128,1,11.0,11,11
69129,1,11.0,11,11
69130,1,11.0,11,11
69131,1,3.0,3,3
69132,1,3.0,3,3
69133,1,4.0,4,4
69134,1,4.0,4,4
69135,1,4.0,4,4
69136,1,4.0,4,4
69137,1,6.0,6,6
69138,1,6.0,6,6
69139,1,32.0,32,32
69140,1,28.0,28,28
69141,1,20.0,20,20
69142,1,20.0,20,20
69143,1,10.0,10,10
69144,1,10.0,10,10
69145,1,11.0,11,11
69146,1,11.0,11,11
69147,1,11.0,11,11
69149,1,39.0,39,39
69150,1,40.0,40,40
69151,1,11.0,11,11
69152,1,11.0,11,11
69153,1,7.0,7,7
69154,1,7.0,7,7
69161,1,18.0,18,18
69164,1,17.0,17,17
69165,1,9.0,9,9
69166,1,9.0,9,9
69167,1,7.0,7,7
69168,1,9.0,9,9
69169,1,21.0,21,21
69171,1,9.0,9,9
69172,1,10.0,10,10
69173,1,6.0,6,6
69174,1,8.0,8,8
69181,1,12.0,12,12
69182,1,12.0,12,12
69183,1,4.0,4,4
69184,1,4.0,4,4
69185,1,6.0,6,6
69186,1,6.0,6,6
69187,1,12.0,12,12
69188,1,12.0,12,12
69189,1,21.0,21,21
69190,1,21.0,21,21
69191,1,15.0,15,15
69192,1,15.0,15,15
69195,1,4.0,4,4
69196,1,4.0,4,4
70101,1,10.0,10,10
70102,1,10.0,10,10
70103,1,10.0,10,10
70104,1,10.0,10,10
70105,1,28.0,28,28
70106,1,28.0,28,28
71081,1,4.0,4,4
71082,1,11.0,11,11
71083,1,4.0,4,4
71084,1,4.0,4,4
71085,1,4.0,4,4
71086,1,4.0,4,4
71088,1,6.0,6,6
71089,1,11.0,11,11
71092,1,15.0,15,15
71093,1,4.0,4,4
71094,1,4.0,4,4
71095,1,11.0,11,11
71096,1,11.0,11,11
71401,1,4.0,4,4
71402,1,14.0,14,14
71403,1,9.0,9,9
71404,1,14.0,14,14
71405,1,4.0,4,4
71407,1,9.0,9,9
71408,1,9.0,9,9
71409,1,9.0,9,9
71410,1,9.0,9,9
71411,1,9.0,9,9
71413,1,30.0,30,30
71414,1,31.0,31,31
71415,1,31.0,31,31
71416,1,29.0,29,29
71901,1,6.0,6,6
71902,1,6.0,6,6
71903,1,20.0,20,20
71904,1,20.0,20,20
71905,1,6.0,6,6
71906,1,6.0,6,6
71907,1,20.0,20,20
71908,1,20.0,20,20
71909,1,13.0,13,13
71910,1,13.0,13,13
72171,1,2.0,2,2
72172,1,2.0,2,2
72173,1,2.0,2,2
72174,1,2.0,2,2
72175,1,2.0,2,2
72176,1,2.0,2,2
72177,1,2.0,2,2
72178,1,2.0,2,2
72179,1,2.0,2,2
72180,1,2.0,2,2
72203,1,4.0,4,4
72204,1,4.0,4,4
72205,1,4.0,4,4
72206,1,4.0,4,4
72207,1,4.0,4,4
72208,1,4.0,4,4
72209,1,4.0,4,4
72210,1,4.0,4,4
72451,1,1.0,1,1
72452,1,1.0,1,1
73011,1,17.0,17,17
73012,1,17.0,17,17
73021,1,9.0,9,9
73022,1,9.0,9,9
73031,1,11.0,11,11
73032,1,11.0,11,11
73033,1,7.0,7,7
73034,1,7.0,7,7
73035,1,21.0,21,21
73036,1,21.0,21,21
73037,1,8.0,8,8
73038,1,8.0,8,8
73151,1,46.0,46,46
73152,1,46.0,46,46
73211,1,3.0,3,3
73212,1,3.0,3,3
73213,1,10.0,10,10
73214,1,10.0,10,10
73215,1,5.0,5,5
73216,1,5.0,5,5
73261,1,10.0,10,10
73262,1,10.0,10,10
73263,1,10.0,10,10
73264,1,10.0,10,10
73421,1,11.0,11,11
73422,1,11.0,11,11
73425,1,8.0,8,8
73426,1,8.0,8,8
73427,1,9.0,9,9
73428,1,9.0,9,9
73429,1,11.0,11,11
73430,1,12.0,12,12
73451,1,8.0,8,8
73452,1,8.0,8,8
73453,1,8.0,8,8
73454,1,8.0,8,8
73461,1,3.0,3,3
73462,1,3.0,3,3
73463,1,3.0,3,3
73464,1,3.0,3,3
73538,1,16.0,16,16
73539,1,16.0,16,16
73581,1,7.0,7,7
73582,1,7.0,7,7
73901,1,0.0,0,0
73902,1,0.0,0,0
73903,1,0.0,0,0
73904,1,0.0,0,0
73905,1,0.0,0,0
73911,1,4.0,4,4
73912,1,0.0,0,0
73913,1,0.0,0,0
73914,1,4.0,4,4
73916,1,0.0,0,0
74001,1,16.0,16,16
74002,1,16.0,16,16
74003,1,16.0,16,16
74004,1,16.0,16,16
74011,1,15.0,15,15
74012,1,15.0,15,15
74013,1,39.0,39,39
74014,1,39.0,39,39
74015,1,14.0,14,14
74016,1,14.0,14,14
74017,1,6.0,6,6
74018,1,6.0,6,6
74019,1,12.0,12,12
74020,1,12.0,12,12
74021,1,34.0,34,34
74022,1,22.0,22,22
74023,1,22.0,22,22
74024,1,34.0,34,34
74025,1,22.0,22,22
74026,1,22.0,22,22
74027,1,13.0,13,13
74028,1,13.0,13,13
74029,1,12.0,12,12
74030,1,12.0,12,12
74031,1,1.0,1,1
74032,1,9.0,9,9
74033,1,9.0,9,9
74034,1,1.0,1,1
74035,1,1.0,1,1
74036,1,9.0,9,9
74037,1,9.0,9,9
74038,1,1.0,1,1
74201,1,23.0,23,23
74202,1,23.0,23,23
74301,1,7.0,7,7
74302,1,6.0,6,6
74303,1,7.0,7,7
74304,1,7.0,7,7
74305,1,7.0,7,7
74306,1,7.0,7,7
74601,1,4.0,4,4
74602,1,4.0,4,4
74603,1,4.0,4,4
74604,1,4.0,4,4
74605,1,4.0,4,4
74606,1,4.0,4,4
74607,1,4.0,4,4
74608,1,4.0,4,4
74611,1,10.0,10,10
74612,1,10.0,10,10
74613,1,4.0,4,4
74614,1,15.0,15,15
74615,1,15.0,15,15
74616,1,4.0,4,4
74617,1,4.0,4,4
74618,1,4.0,4,4
74619,1,7.0,7,7
74620,1,7.0,7,7
74621,1,4.0,4,4
74622,1,4.0,4,4
74623,1,4.0,4,4
74624,1,4.0,4,4
74625,1,15.0,15,15
74626,1,15.0,15,15
74627,1,15.0,15,15
74628,1,15.0,15,15
74629,1,15.0,15,15
74630,1,15.0,15,15
74631,1,10.0,10,10
74632,1,10.0,10,10
74633,1,10.0,10,10
74634,1,10.0,10,10
74635,1,10.0,10,10
74636,1,10.0,10,10
74637,1,10.0,10,10
74638,1,10.0,10,10
74639,1,10.0,10,10
74640,1,10.0,10,10
74641,1,8.0,8,8
74642,1,10.0,10,10
74643,1,10.0,10,10
74644,1,9.0,9,9
74645,1,20.0,20,20
74646,1,19.0,19,19
74647,1,6.0,6,6
74648,1,8.0,8,8
74651,1,7.0,7,7
74652,1,6.0,6,6
74653,1,6.0,6,6
74654,1,6.0,6,6
74655,1,6.0,6,6
74656,1,6.0,6,6
74657,1,6.0,6,6
74658,1,7.0,7,7
74661,1,2.0,2,2
74662,1,2.0,2,2
74663,1,2.0,2,2
74664,1,2.0,2,2
74671,1,15.0,15,15
74672,1,15.0,15,15
74673,1,14.0,14,14
74674,1,14.0,14,14
74675,1,14.0,14,14
74676,1,14.0,14,14
74681,1,3.0,3,3
74682,1,3.0,3,3
74683,1,2.0,2,2
74684,1,3.0,3,3
74685,1,2.0,2,2
74686,1,2.0,2,2
74687,1,3.0,3,3
74688,1,2.0,2,2
74691,1,4.0,4,4
74692,1,4.0,4,4
74801,1,0.0,0,0
74802,1,0.0,0,0
74803,1,0.0,0,0
74804,1,0.0,0,0
74805,1,0.0,0,0
74806,1,0.0,0,0
74807,1,0.0,0,0
74808,1,0.0,0,0
74809,1,0.0,0,0
74810,1,0.0,0,0
74811,1,0.0,0,0
74812,1,0.0,0,0
74813,1,0.0,0,0
74814,1,0.0,0,0
74815,1,0.0,0,0
74816,1,0.0,0,0
74817,1,0.0,0,0
74818,1,0.0,0,0
74831,1,17.0,17,17
74832,1,17.0,17,17
74833,1,27.0,27,27
74834,1,27.0,27,27
74835,1,47.0,47,47
74836,1,47.0,47,47
74837,1,37.0,37,37
74838,1,37.0,37,37
74839,1,22.0,22,22
74840,1,22.0,22,22
74841,1,33.0,33,33
74842,1,33.0,33,33
74843,1,22.0,22,22
74844,1,22.0,22,22
74845,1,26.0,26,26
74846,1,26.0,26,26
74847,1,26.0,26,26
74848,1,26.0,26,26
74849,1,6.0,6,6
74850,1,6.0,6,6
74851,1,6.0,6,6
74852,1,6.0,6,6
74853,1,6.0,6,6
74854,1,6.0,6,6
74855,1,12.0,12,12
74856,1,12.0,12,12
74857,1,7.0,7,7
74858,1,7.0,7,7
74901,1,16.0,16,16
74902,1,16.0,16,16
74903,1,16.0,16,16
74904,1,16.0,16,16
74906,1,4.0,4,4
74907,1,4.0,4,4
74909,1,17.0,17,17
74910,1,17.0,17,17
74911,1,5.0,5,5
74912,1,5.0,5,5
74913,1,5.0,5,5
74914,1,5.0,5,5
74915,1,5.0,5,5
74916,1,5.0,5,5
74917,1,5.0,5,5
74918,1,5.0,5,5
74919,1,5.0,5,5
74920,1,5.0,5,5
74923,1,16.0,16,16
74924,1,14.0,14,14
74931,1,16.0,16,16
74932,1,13.0,13,13
74933,1,16.0,16,16
74934,1,16.0,16,16
74935,1,16.0,16,16
74936,1,16.0,16,16
74937,1,16.0,16,16
74938,1,16.0,16,16
74939,1,12.0,12,12
74940,1,16.0,16,16
74941,1,0.0,0,0
74942,1,0.0,0,0
74943,1,0.0,0,0
74944,1,0.0,0,0
74945,1,0.0,0,0
74946,1,0.0,0,0
74947,1,0.0,0,0
74948,1,0.0,0,0
74951,1,15.0,15,15
74952,1,15.0,15,15
74953,1,15.0,15,15
74954,1,15.0,15,15
74961,1,18.0,18,18
74962,1,18.0,18,18
74963,1,18.0,18,18
74964,1,18.0,18,18
74965,1,13.0,13,13
74966,1,13.0,13,13
74967,1,13.0,13,13
74968,1,13.0,13,13
74969,1,13.0,13,13
74970,1,13.0,13,13
74971,1,12.0,12,12
74972,1,12.0,12,12
74973,1,12.0,12,12
74974,1,12.0,12,12
74975,1,12.0,12,12
74976,1,12.0,12,12
74977,1,12.0,12,12
74978,1,12.0,12,12
74981,1,11.0,11,11
74982,1,11.0,11,11
74983,1,11.0,11,11
74984,1,11.0,11,11
74985,1,17.0,17,17
74986,1,16.0,16,16
74987,1,12.0,12,12
74988,1,17.0,17,17
74991,1,21.0,21,21
74992,1,21.0,21,21
74993,1,5.0,5,5
74994,1,5.0,5,5
75002,1,34.0,34,34
75003,1,20.0,20,20
75004,1,20.0,20,20
75005,1,34.0,34,34
75007,1,22.0,22,22
75008,1,22.0,22,22
75009,1,20.0,20,20
75010,1,16.0,16,16
75011,1,22.0,22,22
75012,1,25.0,25,25
75013,1,17.0,17,17
75014,1,17.0,17,17
75015,1,17.0,17,17
75016,1,17.0,17,17
75101,1,20.0,20,20
75102,1,20.0,20,20
75103,1,18.0,18,18
75104,1,18.0,18,18
75105,1,35.0,35,35
75106,1,35.0,35,35
75107,1,20.0,20,20
75109,1,12.0,12,12
75111,1,23.0,23,23
75112,1,23.0,23,23
75113,1,22.0,22,22
75114,1,22.0,22,22
75115,1,28.0,28,28
75116,1,28.0,28,28
75201,1,11.0,11,11
75202,1,10.0,10,10
75207,1,21.0,21,21
75208,1,20.0,20,20
75209,1,14.0,14,14
75210,1,14.0,14,14
75211,1,17.0,17,17
75212,1,17.0,17,17
75213,1,3.0,3,3
75214,1,3.0,3,3
75221,1,10.0,10,10
75222,1,11.0,11,11
75225,1,21.0,21,21
75226,1,21.0,21,21
75227,1,27.0,27,27
75228,1,14.0,14,14
75229,1,14.0,14,14
75230,1,29.0,29,29
75231,1,16.0,16,16
75232,1,18.0,18,18
75233,1,7.0,7,7
75234,1,7.0,7,7
75235,1,11.0,11,11
75236,1,11.0,11,11
75237,1,18.0,18,18
75238,1,17.0,17,17
75253,1,6.0,6,6
75254,1,6.0,6,6
75255,1,12.0,12,12
75256,1,12.0,12,12
75271,1,15.0,15,15
75272,1,15.0,15,15
75273,1,15.0,15,15
75274,1,15.0,15,15
75279,1,5.0,5,5
75280,1,3.0,3,3
75707,1,26.0,26,26
75708,1,26.0,26,26
75713,1,18.0,18,18
75714,1,18.0,18,18
75715,1,28.0,28,28
75716,1,28.0,28,28
75717,1,27.0,27,27
75718,1,27.0,27,27
75719,1,43.0,43,43
75720,1,42.0,42,42
75721,1,10.0,10,10
75722,1,10.0,10,10
75723,1,17.0,17,17
75724,1,17.0,17,17
75727,1,6.0,6,6
75728,1,5.0,5,5
75729,1,14.0,14,14
75730,1,14.0,14,14
75733,1,6.0,6,6
75734,1,6.0,6,6
75735,1,6.0,6,6
75736,1,6.0,6,6
75737,1,6.0,6,6
75738,1,6.0,6,6
75739,1,6.0,6,6
75740,1,6.0,6,6
75743,1,31.0,31,31
75744,1,31.0,31,31
75745,1,17.0,17,17
75746,1,17.0,17,17
75747,1,9.0,9,9
75748,1,9.0,9,9
75749,1,13.0,13,13
75750,1,13.0,13,13
75901,1,2.0,2,2
75902,1,12.0,12,12
75903,1,12.0,12,12
75904,1,2.0,2,2
75905,1,2.0,2,2
75906,1,12.0,12,12
75907,1,12.0,12,12
75908,1,2.0,2,2
75911,1,6.0,6,6
75912,1,6.0,6,6
76501,1,0.0,0,0
76502,1,0.0,0,0
76503,1,0.0,0,0
76504,1,0.0,0,0
76505,1,10.0,10,10
76506,1,8.0,8,8
76507,1,8.0,8,8
76508,1,9.0,9,9
76523,1,7.0,7,7
76524,1,7.0,7,7
76525,1,29.0,29,29
76526,1,29.0,29,29
76551,1,20.0,20,20
76552,1,20.0,20,20
76553,1,13.0,13,13
76554,1,13.0,13,13
76800,1,7.0,7,7
76803,1,7.0,7,7
76804,1,7.0,7,7
76805,1,10.0,10,10
76806,1,10.0,10,10
76807,1,12.0,12,12
76808,1,12.0,12,12
76812,1,17.0,17,17
76813,1,2.0,2,2
76814,1,0.0,0,0
76815,1,17.0,17,17
76817,1,0.0,0,0
76818,1,4.0,4,4
76820,1,6.0,6,6
76821,1,7.0,7,7
76822,1,7.0,7,7
76823,1,7.0,7,7
76824,1,7.0,7,7
76825,1,14.0,14,14
76826,1,14.0,14,14
76827,1,7.0,7,7
76828,1,7.0,7,7
76829,1,7.0,7,7
76830,1,8.0,8,8
76831,1,8.0,8,8
76833,1,13.0,13,13
76834,1,13.0,13,13
76835,1,16.0,16,16
76836,1,16.0,16,16
76837,1,9.0,9,9
76838,1,9.0,9,9
76839,1,8.0,8,8
76840,1,8.0,8,8
76841,1,24.0,24,24
76842,1,25.0,25,25
76845,1,21.0,21,21
76846,1,21.0,21,21
76847,1,15.0,15,15
76848,1,15.0,15,15
76849,1,15.0,15,15
76850,1,15.0,15,15
76851,1,24.0,24,24
76852,1,23.0,23,23
76853,1,23.0,23,23
76854,1,23.0,23,23
77201,1,2.0,2,2
77202,1,13.0,13,13
77203,1,19.0,19,19
77204,1,19.0,19,19
77205,1,6.0,6,6
77206,1,18.0,18,18
77207,1,12.0,12,12
77208,1,10.0,10,10
77209,1,6.0,6,6
77211,1,6.0,6,6
77212,1,16.0,16,16
77213,1,9.0,9,9
77214,1,9.0,9,9
77215,1,16.0,16,16
77216,1,6.0,6,6
77218,1,16.0,16,16
77219,1,6.0,6,6
77220,1,5.0,5,5
77221,1,4.0,4,4
77222,1,10.0,10,10
77223,1,10.0,10,10
77224,1,10.0,10,10
77225,1,6.0,6,6
77226,1,6.0,6,6
77227,1,6.0,6,6
77228,1,6.0,6,6
77229,1,10.0,10,10
77230,1,4.0,4,4
77231,1,22.0,22,22
77232,1,12.0,12,12
77233,1,4.0,4,4
77234,1,6.0,6,6
77235,1,6.0,6,6
77237,1,16.0,16,16
77238,1,16.0,16,16
77239,1,8.0,8,8
77240,1,10.0,10,10
77241,1,19.0,19,19
77242,1,13.0,13,13
77243,1,10.0,10,10
77244,1,7.0,7,7
77245,1,3.0,3,3
77246,1,5.0,5,5
77247,1,4.0,4,4
77248,1,21.0,21,21
77249,1,17.0,17,17
77250,1,3.0,3,3
77251,1,12.0,12,12
77252,1,12.0,12,12
77253,1,11.0,11,11
77254,1,12.0,12,12
77255,1,12.0,12,12
77256,1,12.0,12,12
77257,1,3.0,3,3
77258,1,3.0,3,3
77259,1,6.0,6,6
77260,1,6.0,6,6
77261,1,16.0,16,16
77262,1,16.0,16,16
77263,1,7.0,7,7
77264,1,17.0,17,17
77265,1,9.0,9,9
77266,1,10.0,10,10
77267,1,11.0,11,11
77268,1,7.0,7,7
77269,1,16.0,16,16
77270,1,16.0,16,16
77271,1,10.0,10,10
77272,1,10.0,10,10
77273,1,1.0,1,1
77274,1,1.0,1,1
77281,1,6.0,6,6
77282,1,3.0,3,3
77283,1,4.0,4,4
77284,1,4.0,4,4
77285,1,3.0,3,3
77286,1,6.0,6,6
77287,1,6.0,6,6
77288,1,3.0,3,3
77289,1,4.0,4,4
77290,1,3.0,3,3
77291,1,21.0,21,21
77292,1,23.0,23,23
77293,1,15.0,15,15
77294,1,23.0,23,23
77295,1,34.0,34,34
77297,1,15.0,15,15
77298,1,43.0,43,43
77401,1,10.0,10,10
77402,1,10.0,10,10
77403,1,10.0,10,10
77404,1,10.0,10,10
77405,1,1.0,1,1
77406,1,1.0,1,1
77414,1,11.0,11,11
77415,1,13.0,13,13
77416,1,7.0,7,7
77417,1,7.0,7,7
77418,1,20.0,20,20
77419,1,19.0,19,19
77601,1,12.0,12,12
77602,1,21.0,21,21
77603,1,15.0,15,15
77604,1,18.0,18,18
77605,1,19.0,19,19
77606,1,15.0,15,15
77607,1,12.0,12,12
77608,1,12.0,12,12
77609,1,24.0,24,24
77610,1,15.0,15,15
77611,1,9.0,9,9
77612,1,9.0,9,9
77613,1,15.0,15,15
77614,1,15.0,15,15
77615,1,12.0,12,12
77616,1,12.0,12,12
77617,1,15.0,15,15
77618,1,15.0,15,15
77619,1,12.0,12,12
77622,1,5.0,5,5
77623,1,5.0,5,5
77630,1,12.0,12,12
77631,1,2.0,2,2
77632,1,2.0,2,2
77633,1,2.0,2,2
77634,1,2.0,2,2
77635,1,2.0,2,2
77638,1,2.0,2,2
77640,1,2.0,2,2
77641,1,2.0,2,2
77642,1,2.0,2,2
77643,1,2.0,2,2
77645,1,12.0,12,12
77647,1,2.0,2,2
77649,1,12.0,12,12
77651,1,6.0,6,6
77652,1,6.0,6,6
77653,1,2.0,2,2
77654,1,2.0,2,2
77655,1,6.0,6,6
77656,1,6.0,6,6
77657,1,17.0,17,17
77658,1,17.0,17,17
77671,1,15.0,15,15
77672,1,19.0,19,19
77673,1,16.0,16,16
77674,1,16.0,16,16
77675,1,15.0,15,15
77676,1,4.0,4,4
77677,1,4.0,4,4
77678,1,15.0,15,15
77679,1,21.0,21,21
77680,1,21.0,21,21
77681,1,21.0,21,21
77682,1,21.0,21,21
77683,1,12.0,12,12
77684,1,12.0,12,12
77689,1,3.0,3,3
77690,1,3.0,3,3
77691,1,12.0,12,12
77693,1,20.0,20,20
77694,1,19.0,19,19
77695,1,12.0,12,12
77696,1,12.0,12,12
78009,1,6.0,6,6
78010,1,6.0,6,6
78011,1,6.0,6,6
78012,1,9.0,9,9
78013,1,8.0,8,8
78014,1,3.0,3,3
78015,1,3.0,3,3
78016,1,8.0,8,8
78017,1,8.0,8,8
78018,1,3.0,3,3
78019,1,3.0,3,3
78020,1,5.0,5,5
78031,1,7.0,7,7
78032,1,7.0,7,7
78033,1,17.0,17,17
78034,1,17.0,17,17
78051,1,24.0,24,24
78052,1,24.0,24,24
78053,1,24.0,24,24
78054,1,24.0,24,24
78055,1,24.0,24,24
78056,1,24.0,24,24
78057,1,6.0,6,6
78058,1,6.0,6,6
78059,1,24.0,24,24
78060,1,24.0,24,24
78061,1,24.0,24,24
78101,1,13.0,13,13
78102,1,13.0,13,13
78103,1,21.0,21,21
78104,1,21.0,21,21
78502,1,6.0,6,6
78503,1,26.0,26,26
78504,1,26.0,26,26
78505,1,8.0,8,8
78511,1,2.0,2,2
78512,1,2.0,2,2
78513,1,2.0,2,2
78514,1,2.0,2,2
78515,1,2.0,2,2
78516,1,2.0,2,2
78517,1,2.0,2,2
78518,1,2.0,2,2
78519,1,2.0,2,2
78520,1,2.0,2,2
78531,1,8.0,8,8
